OperationID,Name,ProcessTime
271,Milling (FR4-01)_[4022-470-85441]  1/2TE Compens Guide 160mm,0.25
272,BW - Benchwork (BKW_01)_[4022-470-85441]  1/2TE Compens Guide 160mm,0.0166666666666666
273,Packaging (VERP_P)_[4022-470-85441]  1/2TE Compens Guide 160mm,0.0166666666666666
274,Material prep (ZGN_01)_[4022-481-55761]  Temp Sensor Block,0.0166666666666666
275,Milling (FR5_01)_[4022-481-55761]  Temp Sensor Block,0.2
276,Milling (FR3_01)_[4022-481-55761]  Temp Sensor Block,0.05
277,BW - Benchwork (BKW_01)_[4022-481-55761]  Temp Sensor Block,0.0166666666666666
278,Anodising_[4022-481-55761]  Temp Sensor Block,37.5
279,Packaging (VERP_P)_[4022-481-55761]  Temp Sensor Block,0.0166666666666666
280,Material prep (ZGN_01)_[4022-481-65971/20]  UPPER CABLE CLAMP,0.0166666666666666
281,Milling (FR4-01)_[4022-481-65971/20]  UPPER CABLE CLAMP,0.2833333333333333
282,BW - Benchwork (BKW_01)_[4022-481-65971/20]  UPPER CABLE CLAMP,0.0666666666666666
283,Anodising_[4022-481-65971/20]  UPPER CABLE CLAMP,37.5
284,Packaging (VERP_P)_[4022-481-65971/20]  UPPER CABLE CLAMP,0.0166666666666666
285,Material prep (ZGN_01)_[4022-484-40921]  Al fcp switch holder,0.0166666666666666
286,Milling (FR5_01)_[4022-484-40921]  Al fcp switch holder,0.3333333333333333
287,Milling (FR3_01)_[4022-484-40921]  Al fcp switch holder,0.0833333333333333
288,BW - Benchwork (BKW_01)_[4022-484-40921]  Al fcp switch holder,0.0666666666666666
289,Anodising_[4022-484-40921]  Al fcp switch holder,37.5
290,Packaging (VERP_P)_[4022-484-40921]  Al fcp switch holder,0.0166666666666666
291,Material prep (ZGN_01)_[4022-486-33041]  Connector Block,0.0166666666666666
292,Milling (FR3_01)_[4022-486-33041]  Connector Block,0.0166666666666666
293,Milling (FR4-01)_[4022-486-33041]  Connector Block,0.15
294,BW - Benchwork (BKW_01)_[4022-486-33041]  Connector Block,0.05
295,Packaging (VERP_P)_[4022-486-33041]  Connector Block,0.0166666666666666
296,Material prep (ZGN_01)_[4022-486-73851/40]  Cable Clamp Base (M5),0.0166666666666666
297,Milling (FR5_01)_[4022-486-73851/40]  Cable Clamp Base (M5),0.3833333333333333
298,Milling (FR5_02)_[4022-486-73851/40]  Cable Clamp Base (M5),0.1166666666666666
299,BW - Benchwork (BKW_01)_[4022-486-73851/40]  Cable Clamp Base (M5),0.0833333333333333
300,Anodising_[4022-486-73851/40]  Cable Clamp Base (M5),37.5
301,Packaging (VERP_P)_[4022-486-73851/40]  Cable Clamp Base (M5),0.0166666666666666
302,Material prep (ZGN_01)_[4022-510-76650P19]  Block POS. 19,0.0166666666666666
303,Milling (FR5_01)_[4022-510-76650P19]  Block POS. 19,0.1666666666666666
304,Milling (FR3_01)_[4022-510-76650P19]  Block POS. 19,0.05
305,Packaging (VERP_P)_[4022-510-76650P19]  Block POS. 19,0.0166666666666666
306,Material prep (ZGN_01)_[4022-621-9185]  Ynozzle Ducting V2 Cover,0.0166666666666666
307,Milling (FR5_01)_[4022-621-9185]  Ynozzle Ducting V2 Cover,0.4833333333333333
308,BW - Benchwork (BKW_01)_[4022-621-9185]  Ynozzle Ducting V2 Cover,0.05
309,Packaging (VERP_P)_[4022-621-9185]  Ynozzle Ducting V2 Cover,0.0166666666666666
310,Material prep (ZGN_01)_[4022-630-67632]  HINGE BLOCK BACK,0.0166666666666666
311,Milling (FR5_01)_[4022-630-67632]  HINGE BLOCK BACK,0.4166666666666667
312,BW - Benchwork (BKW_01)_[4022-630-67632]  HINGE BLOCK BACK,0.05
313,Packaging (VERP_P)_[4022-630-67632]  HINGE BLOCK BACK,0.0166666666666666
314,Material prep (ZGN_01)_[4022-631-2166-Pos4]  Pos 4,0.0166666666666666
315,Milling (FR5_02)_[4022-631-2166-Pos4]  Pos 4,0.3166666666666666
316,Milling (FR3_02)_[4022-631-2166-Pos4]  Pos 4,0.0833333333333333
317,BW - Benchwork (BKW_01)_[4022-631-2166-Pos4]  Pos 4,0.0166666666666666
318,Packaging (VERP_P)_[4022-631-2166-Pos4]  Pos 4,0.0166666666666666
319,Material prep (ZGN_01)_[4022-631-42881]  Interface y-equilizer 2,0.0166666666666666
320,Milling (FR5_01)_[4022-631-42881]  Interface y-equilizer 2,0.4333333333333333
321,Milling (FR3_01)_[4022-631-42881]  Interface y-equilizer 2,0.0833333333333333
322,BW - Benchwork (BKW_01)_[4022-631-42881]  Interface y-equilizer 2,0.05
