ORDERID;PN;SALESORDER;ITEM;SCHEDULELINE;ORDERTYPE;SPLITDELIVERY;REQUESTEDDATE;CONFIRMEDDATE;REQUESTEDQUANTITY;OPENQUANTITY;FLAG
22765-40-1;6043-2101-4500;0000022765;000040;1;S;X;2022-01-06;2022-02-01;1;1;U
22765-50-1;6043-2101-4900;0000022765;000050;1;S;X;2022-01-06;2022-02-01;1;1;U
22774-10-1;6799-1900-3304;0000022774;000010;1;S;NULL;2022-01-06;2022-01-20;30;30;U
22780-10-1;6043-2101-4500;0000022780;000010;1;S;NULL;2022-01-06;2022-02-14;53;53;U
22780-20-1;6043-2101-4200;0000022780;000020;1;S;NULL;2022-01-06;2022-02-14;133;133;U
22787-10-1;6602-1700-8002;0000022787;000010;1;S;NULL;2022-01-03;2022-01-27;5000;5000;U
22809-10-1;6966-1700-0008;0000022809;000010;1;S;X;2022-01-26;2022-02-11;86;86;U
22831-10-1;6337-1400-0622;0000022831;000010;1;S;NULL;2022-02-07;2022-02-14;210;210;U
22839-10-1;6043-2101-4100;0000022839;000010;1;S;NULL;2022-01-11;2022-02-18;5;5;U
22845-60-1;6966-1700-0008;0000022845;000060;1;S;NULL;2022-03-23;2022-04-04;480;480;U
22861-50-1;6661-1300-3404;0000022861;000050;1;S;NULL;2022-01-07;2022-01-07;600;22;U
22864-20-1;6043-2101-4700;0000022864;000020;1;S;X;2022-01-11;2022-02-25;1;1;U
22864-30-1;6043-2101-4500;0000022864;000030;1;S;X;2022-01-11;2022-02-25;1;1;U
22864-40-1;6043-2101-4900;0000022864;000040;1;S;X;2022-01-11;2022-02-25;1;1;U
22868-20-1;6043-2101-4700;0000022868;000020;1;S;X;2022-01-13;2022-02-25;1;1;U
22868-30-1;6043-2101-4500;0000022868;000030;1;S;X;2022-01-13;2022-02-25;1;1;U
22868-40-1;6043-2101-4900;0000022868;000040;1;S;X;2022-01-13;2022-02-25;1;1;U
22871-10-1;6934-2100-3800;0000022871;000010;1;S;NULL;2022-01-03;2022-01-03;40;31;U
22871-20-1;6934-2100-1000;0000022871;000020;1;S;NULL;2022-01-03;2022-01-03;40;31;U
22875-30-1;6043-2101-4700;0000022875;000030;1;S;X;2022-01-12;2022-02-25;1;1;U
22875-40-1;6043-2101-4500;0000022875;000040;1;S;X;2022-01-12;2022-02-25;1;1;U
22875-50-1;6043-2101-4900;0000022875;000050;1;S;X;2022-01-12;2022-02-25;1;1;U
22880-40-1;6736-1400-1815;0000022880;000040;1;S;X;2022-01-20;2022-02-10;600;600;U
22881-60-1;6736-1503-9318;0000022881;000060;1;S;X;2022-01-14;2022-02-04;60;60;U
22882-11-1;6736-1601-6910;0000022882;000011;1;S;X;2022-01-17;2022-02-07;384;384;U
22884-20-1;6661-1100-2509;0000022884;000020;1;S;NULL;2022-01-06;2022-01-13;90;77;U
22885-20-1;6337-1800-2606;0000022885;000020;1;S;NULL;2022-01-31;2022-01-31;250;250;U
